,State,Avg. Precipitation,Avg. Temp,Unnamed: 3,inches of water,degrees F,level_0,index,state,state_abbr,storm_injuries,storm_deaths,lung_cancer,Unnamed: 0,index_left,NO2 Mean,NO2 1st Max Value,NO2 AQI,O3 Mean,O3 1st Max Value,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 AQI,CO Mean,CO 1st Max Value,CO AQI,average_AQI,index_right,WEEK,REGION,Pneumonia and Influenza Deaths,All Deaths,<1 year (all cause deaths),1-24 years (all cause deaths),25-44 years,45-64 years (all cause deaths),65+ years (all cause deaths),Avg. Precipitation %,Avg. Temp %,Unnamed: 3 %,inches of water %,degrees F %,level_0 %,index %,state %,state_abbr %,storm_injuries %,storm_deaths %,lung_cancer %,Unnamed: 0 %,index_left %,NO2 Mean %,NO2 1st Max Value %,NO2 AQI %,O3 Mean %,O3 1st Max Value %,O3 AQI %,SO2 Mean %,SO2 1st Max Value %,SO2 AQI %,CO Mean %,CO 1st Max Value %,CO AQI %,average_AQI %,index_right %,WEEK %,REGION %,Pneumonia and Influenza Deaths %,All Deaths %,<1 year (all cause deaths) %,1-24 years (all cause deaths) %,25-44 years %,45-64 years (all cause deaths) %,65+ years (all cause deaths) %
39,OK,3733.465649,597.8320611,,37.33465649,59.78320611,36,36,oklahoma,OK,88,12,63.73246753,34,583,6.817581781,15.68422449,14.76337797,0.029871472,0.04279403,36.71404046,0.552841191,1.892887398,2.52134678,0.085284811,0.192056265,2.096790617,14.02388896,1621,26.56038647,7,7.750922011,126.6626947,1.945860766,2.606683354,7.613963035,26.94977493,87.52880146,56.33259319,68.41464897,,56.33259319,68.41464897,,,,,40.1826484,32.43243243,67.96508351,,,12.98995437,22.61374471,22.0413143,47.18077704,62.27527118,62.53318511,10.77661025,24.25577223,25.40274787,0,0,0,10.35809118,,,,41.39881668,46.9246846,40.61341995,42.33240579,36.90710321,41.47279777,50.04116533
21,OR,3598.333333,501.3802083,,35.98333333,50.13802083,37,37,oregon,OR,0,4,55.44166667,35,600,15.74238901,27.37792265,25.83625592,0.026333973,0.036071102,30.78892422,2.210933325,3.353163396,4.031287705,0.427691195,0.704554428,6.915181753,16.8929124,1676,26.64291371,9,8.047240843,126.9376,2.332869812,2.615837133,7.472135685,26.87780348,87.54795549,53.63010134,43.86208573,,53.63010134,43.86208573,,,,,0,10.81081081,52.40061951,,,66.01422141,64.11677813,63.8024195,28.7359494,27.86948034,27.90774829,55.90934103,51.00812076,47.43265357,68.81964081,74.73973362,78.00719731,42.5282637,,,,43.35507311,47.04228707,49.41346315,42.49790162,36.05431801,41.34487268,50.05376356
19,PA,4358.966443,496.7919463,,43.58966443,49.67919463,38,38,pennsylvania,PA,67,6,51.93731343,36,617,11.59714261,24.2213243,22.82948559,0.024524376,0.039221191,33.59977758,2.371123091,5.069267764,7.100379346,0.220704171,0.378056123,3.574457522,16.77602501,1731,26.23827064,2,6.241485005,104.2237252,2.203306016,2.45296852,6.751242817,22.99967717,69.77465421,68.84189408,42.69410824,,68.84189408,42.69410824,,,,,30.59360731,16.21621622,45.8218365,,,41.38638952,52.91344408,52.46245417,19.30055317,43.99062625,44.33392821,60.26965457,82.44726119,92.21043151,27.21769263,27.12513106,23.92264359,41.21761303,,,,31.43371986,37.32545793,46.46736405,39.55331699,31.71970438,34.45172732,38.36368081
22,RI,4914.909091,504.8181818,,49.14909091,50.48181818,39,39,rhode island,RI,0,0,53.44,37,634,16.54710758,28.72132817,27.1275719,0.035425964,0.045604923,39.20350654,2.419674636,4.043319654,5.005158127,0.479159666,0.724922774,7.071647241,19.60197095,1786,26.76277504,1,3.599711909,58.86989071,1.463903663,1.16992862,2.78470031,11.06130568,42.39005244,79.96011156,44.73724841,,79.96011156,44.73724841,,,,,0,0,48.64285602,,,70.79523363,68.88476542,68.6725881,76.1423817,76.66052067,77.08122888,61.5912119,63.651827,61.64133764,79.16419586,77.71013403,80.54029059,72.90476035,,,,13.99309495,17.92341999,29.65439105,16.35658499,7.869518035,13.23196204,20.35193072
42,SC,4877.919192,625.3434343,,48.77919192,62.53434343,40,40,south carolina,SC,23,7,62.84130435,38,651,4.631170821,9.312682867,8.919165231,0.032152867,0.042533264,36.57419762,1.11459139,2.835692081,4.0410232,0.235282379,0.325267068,2.866118876,13.10012623,,,,,,,,,,,79.22035586,75.41788126,,79.22035586,75.41788126,,,,,10.50228311,18.91891892,66.29208745,,,0,0,0,59.0761691,60.94075436,61.71596579,26.0672687,41.52801358,47.57469359,30.14774033,19.42668413,12.45501654,0,,,,-9.771711091,-7.26068772,-3.632726132,-4.79515055,-8.874440006,-6.428869466,-7.529396062
10,SD,2113.980519,457.474026,,21.13980519,45.7474026,41,41,south dakota,SD,14,6,47.60833333,39,668,16.9629497,30.03946404,28.23075425,0.03599763,0.044932507,38.48763605,2.543620531,4.005934796,4.59863013,0.480322975,0.725433353,6.893638942,19.55266484,,,,,,,,,,,23.94474178,32.6854283,,23.94474178,32.6854283,,,,,6.392694064,16.21621622,37.69496721,,,73.26584426,73.56306619,72.83321503,79.12309797,73.21931109,72.89779561,64.96497901,62.96693404,55.71012981,79.39800724,77.78459389,77.65843063,72.35189416,,,,-9.771711091,-7.26068772,-3.632726132,-4.79515055,-8.874440006,-6.428869466,-7.529396062
36,TN,5355.347826,577.9347826,,53.55347826,57.79347826,42,42,tennessee,TN,4,6,72.16631579,40,685,10.80955249,18.34388707,17.16554123,0.037005717,0.043909209,37.57215287,2.368638886,4.204187346,4.6598146,0.395678523,0.572697777,5.440933469,16.20961054,1841,26.4607621,6,8.994184815,124.4021713,2.659594632,3.148752716,8.569000367,29.09456412,80.89501345,88.7683828,63.34964323,,88.7683828,63.34964323,,,,,1.826484018,16.21621622,83.79809287,,,36.70714125,32.05336453,31.10101793,84.37935132,67.98239989,67.54785753,60.20203532,66.59893328,56.60280586,62.38547168,55.51053109,54.13989938,34.86644456,,,,49.60666779,45.95764926,56.84272755,52.13275394,42.6495901,45.28503659,45.67790554
46,TX,3117.401674,656.1610879,,31.17401674,65.61610879,43,43,texas,TX,80,37,58.30699588,41,702,12.17606671,26.52720661,25.01319845,0.025935294,0.038839305,33.24936498,0.692166277,1.857039656,2.479274149,0.269817454,0.505419068,4.553036889,16.32371862,1896,26.49934704,7,10.42861696,167.8125377,4.557568821,5.468081052,13.2373947,39.02637487,105.4694119,44.01201789,83.26275274,,44.01201789,83.26275274,,,,,36.52968037,100,57.77975165,,,44.82590651,61.09743423,60.69827713,26.6572024,42.0362561,42.28617272,14.56899396,23.59903933,24.78891187,37.08888269,45.6989978,39.7653246,36.14593101,,,,59.07659276,64.52828579,100,94.06507252,70.71989933,62.93825614,61.8412928
16,UT,1425.567073,491.5060976,,14.25567073,49.15060976,44,44,utah,UT,0,2,27.52916667,42,719,21.4627231,37.48820932,35.43397583,0.034972969,0.046282226,39.6836792,2.746758524,4.328738959,4.914727403,0.530573034,0.844178153,8.041209903,22.01839808,1951,26.27961676,8,6.362809951,77.6175497,2.213635038,2.406728136,5.503863408,14.91348249,52.54339926,10.17725976,41.34855468,,10.17725976,41.34855468,,,,,0,5.405405405,0,,,100,100,100,73.78042635,80.12674036,79.88728153,70.49432938,68.8807267,60.32196131,89.49767585,95.10164078,96.23699593,100,,,,32.23469057,25.94353108,46.70223153,38.71731353,24.21941129,20.07898366,27.03011969
4,VT,4425.422222,432.2,,44.25422222,43.22,45,45,vermont,VT,0,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,70.17093369,26.25173,,70.17093369,26.25173,,,,,0,5.405405405,45.93951909,,,-27.51481708,-33.05238283,-33.63842709,-108.5716775,-156.7308591,-152.0178273,-4.27154789,-10.42204448,-11.38348058,-17.14124016,-28.00836203,-33.94592817,-146.8908601,,,,-9.771711091,-7.26068772,-3.632726132,-4.79515055,-8.874440006,-6.428869466,-7.529396062
34,VA,4407.741379,557.6034483,,44.07741379,55.76034483,46,46,virginia,VA,18,6,62.9119403,43,736,12.35282142,24.71483693,23.31261989,0.024944413,0.037838703,32.46579743,2.635588598,5.428442874,6.283971899,0.430531105,0.580612835,5.279765009,16.83553856,2006,25.77557998,5,2.79273571,56.24404795,2.081719343,1.971349673,4.33301624,13.96869049,33.83282125,69.81733704,58.17414523,,69.81733704,58.17414523,,,,,8.219178082,16.21621622,66.42469354,,,45.8760456,54.66500897,54.2845841,21.49066264,36.91549575,37.70712859,67.46832001,89.02737189,80.29911845,69.3904292,56.66481684,51.53066748,41.88493458,,,,8.665548372,16.80010371,43.70265355,30.8458845,17.17929434,18.39967049,14.72355931
20,WA,3808.774834,498.0927152,,38.08774834,49.80927152,47,47,washington,WA,14,1,56.73076923,44,753,20.45737645,36.13725522,34.01240126,0.030955042,0.040465387,35.44042655,3.062041128,5.086645564,5.894027292,0.514390269,0.782279777,7.511756927,20.71465301,2061,26.49242558,9,6.029718424,94.95500254,1.516461872,2.111477339,5.394242389,19.76686071,66.06329858,57.83869081,43.025229,,57.83869081,43.025229,,,,,6.392694064,2.702702703,54.82067407,,,94.02701169,95.20522145,94.63856412,52.83060531,50.35802262,55.09038801,79.07621973,82.76562358,74.60986082,86.24513114,86.07474377,87.66543302,85.38119165,,,,30.03566584,33.36036632,30.84949104,33.37932396,23.56027762,28.70558292,35.92260057
24,WV,4546.852941,518.0980392,,45.46852941,51.80980392,48,48,west virginia,WV,3,2,70.62,,,,,,,,,,,,,,,,,,,,,,,,,,72.59940927,48.11773856,,72.59940927,48.11773856,,,,,1.369863014,5.405405405,80.89516747,,,-27.51481708,-33.05238283,-33.63842709,-108.5716775,-156.7308591,-152.0178273,-4.27154789,-10.42204448,-11.38348058,-17.14124016,-28.00836203,-33.94592817,-146.8908601,,,,-9.771711091,-7.26068772,-3.632726132,-4.79515055,-8.874440006,-6.428869466,-7.529396062
8,WI,3319.510526,443.3789474,,33.19510526,44.33789474,49,49,wisconsin,WI,56,9,48.96388889,45,770,17.46411942,30.13021676,28.43210909,0.025148998,0.03317197,28.38116362,2.692394631,3.86483403,5.388636626,0.423918826,0.599408912,6.137904784,17.08495353,2116,26.29382744,3,7.780801485,105.4997219,2.339131554,1.69113488,6.367435613,23.03326256,71.93861541,48.05396391,29.0974173,,48.05396391,29.0974173,,,,,25.57077626,24.32432432,40.23977513,,,76.24340516,73.88516388,73.59262019,22.55738663,13.03265192,13.83717834,69.01456182,60.3819591,67.23625532,68.06143918,59.40592674,65.42349537,44.68160835,,,,41.59607688,37.87131996,49.55584638,25.7797385,29.41193298,34.51142341,39.78698901
5,WY,1331.431507,433.9452055,,13.31431507,43.39452055,50,50,wyoming,WY,1,3,48.22608696,46,787,9.979473734,18.82796831,17.84153655,0.040001572,0.047709412,40.93521097,1.926777206,2.904204252,3.261925028,0.32119928,0.48371804,4.57850554,16.65429452,,,,,,,,,,,8.294656044,26.69598552,,8.294656044,26.69598552,,,,,0.456621005,8.108108108,38.8546868,,,31.77545852,33.77145573,33.65051878,100,87.4306209,87.20103412,48.17470352,42.78316088,36.20771957,47.41602312,42.53424684,40.17764856,39.85265699,,,,-9.771711091,-7.26068772,-3.632726132,-4.79515055,-8.874440006,-6.428869466,-7.529396062
