Rec,State,Year,NO2 Mean,NO2 1st Max Value,NO2 AQI,O3 Mean,O3 1st Max Value,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 AQI,CO Mean,CO 1st Max Value,CO AQI,average_AQI,WEEK,REGION,Pneumonia and Influenza Deaths,All Deaths,<1 year (all cause deaths),1-24 years (all cause deaths),25-44 years,45-64 years (all cause deaths),65+ years (all cause deaths)
315,Massachusetts,2010,16.250647654708505,29.14200298953662,27.499252615844544,0.02260706726457395,0.03082361733931268,26.21375186846039,1.3284252944693593,2.806128550074741,4.130563766919011,0.2664094200298949,0.4066816143497756,4.243056800354219,15.521656262894542,26.39622641509434,1.0,8.169811320754716,82.43396226415095,2.2641509433962264,2.330188679245283,4.915094339622642,20.245283018867923,52.679245283018865
316,Massachusetts,2011,17.708913455357063,30.299107142857142,28.59077380952381,0.021241889880952408,0.02950744047619059,25.017857142857142,0.9493250944940496,2.250074404761898,3.7849077432177283,0.27345395610119005,0.41948809523809577,4.352820829378889,15.436589881244391,29.934065934065934,1.0,5.412087912087912,56.532967032967036,1.4285714285714286,1.4835164835164836,3.098901098901099,12.81868131868132,37.7032967032967
317,Massachusetts,2012,15.594319242165241,27.15811965811966,25.641025641025642,0.0207353076923077,0.029277777777777948,24.854700854700855,1.0566070534188017,2.149145299145305,3.5856012572879674,0.2727631631054123,0.4065747863247851,4.301942974389728,14.595817681851049,30.85945945945946,1.0,3.5297297297297296,38.616216216216216,0.8405405405405405,0.7837837837837838,2.1,8.702702702702704,26.183783783783785
318,Massachusetts,2013,17.336560504298077,29.644699140401148,27.969914040114613,0.021613441260745,0.029786532951289562,25.25358166189112,1.045794738538683,2.0012893982808033,3.481064166613204,0.2700220279369627,0.4092800859598847,4.320892223797,15.256363023103985,26.489270386266096,1.0,3.6566523605150216,37.2961373390558,0.5836909871244635,0.6716738197424893,1.9291845493562232,8.17167381974249,25.896995708154506
319,Massachusetts,2014,15.207004511885916,27.30903328050713,25.776545166402535,0.021534833597464307,0.029348652931854277,27.15847860538827,0.9606676513470658,1.7480190174326484,3.262407292743502,0.2724768645007926,0.40651901743264646,4.2817490320598885,15.119795024148548,27.0,1.0,3.440251572327044,36.524109014675055,0.660377358490566,0.6037735849056604,2.0461215932914047,8.161425576519916,25.041928721174003
320,Massachusetts,2015,14.28323518125003,25.8609375,24.390625,0.022463198437500005,0.030571875000000137,28.365625,0.6963617671874993,1.233124999999999,2.838428894148002,0.27252633984374974,0.4019125000000008,4.291392702820586,14.971517899242148,26.468817204301075,1.0,3.531182795698925,38.83225806451613,0.6,0.6881720430107527,2.4064516129032256,8.483870967741936,26.64731182795699
321,Massachusetts,2016,15.579691244444462,27.933333333333334,26.366666666666667,0.023785844444444454,0.03068888888888888,28.38888888888889,0.6581061666666662,1.1416666666666664,2.7682157200229387,0.2680451277777777,0.3819722222222221,4.195298952820613,15.429767557099776,20.025714285714287,1.0,3.1028571428571428,36.81428571428572,0.54,0.6857142857142857,2.5914285714285716,8.128571428571428,24.865714285714287
322,Michigan,2000,18.93746475000004,37.91233766233766,35.86038961038961,0.023037139610389595,0.03738636363636356,31.892857142857142,1.7888435422077924,5.26590909090908,6.425593949701115,0.19247986363636357,0.5250000000000005,5.250667288512598,19.857376997865117,26.5,3.0,8.08974358974359,97.0448717948718,2.9038461538461537,2.948717948717949,8.762820512820513,21.185897435897434,61.19230769230769
323,Michigan,2001,17.65446933482143,36.14732142857143,34.15625,0.02414412053571429,0.03881249999999995,33.375,1.6194080446428571,4.7450892857142835,6.16373653628119,0.2757841517857144,0.578125,5.703892067876876,19.849719651039518,26.5,3.0,7.378205128205129,98.46794871794872,2.967948717948718,2.858974358974359,8.532051282051283,23.326923076923077,60.743589743589745
324,Michigan,2002,15.326844503456176,31.657834101382488,29.88364055299539,0.025360739631336383,0.038710829493087566,33.213133640552996,1.4095136889400905,3.7601382488479222,5.469086478677533,0.3074904447004609,0.5713133640553,5.589768821447636,18.53890737341839,26.5,3.0,7.391025641025641,97.21794871794872,2.7564102564102564,2.9038461538461537,8.73076923076923,22.903846153846153,59.916666666666664
325,Michigan,2003,15.358413788565253,30.80690399137001,29.065803667745417,0.02542607766990292,0.0387378640776699,33.080906148867314,1.1383246720604103,3.5429341963322507,5.358121008201953,0.35042593203883493,0.6183387270765903,5.81797993885101,18.330702690916425,27.0,3.0,7.10062893081761,95.64150943396227,3.220125786163522,2.490566037735849,7.8742138364779874,23.440251572327043,58.534591194968556
326,Michigan,2004,12.727274282868485,26.675298804780876,25.173306772908365,0.025656397410358585,0.03813446215139433,32.52490039840637,0.8864768984063751,3.0800796812748983,4.956369363814622,0.30890595219123534,0.5598605577689248,5.5156225925028854,17.04254978190806,26.5,3.0,6.865384615384615,92.67307692307692,2.6923076923076925,2.782051282051282,7.352564102564102,23.346153846153847,56.5
327,Michigan,2005,13.14417026749435,28.270880361173816,26.673814898419863,0.027167460496614015,0.04112528216704282,35.37584650112867,1.1480166715575635,3.2779909706546233,5.190353918090977,0.2883682471783296,0.5391647855530478,5.357302670142021,18.149329496945384,26.5,3.0,6.551282051282051,92.16666666666667,2.6923076923076925,2.730769230769231,6.903846153846154,24.346153846153847,55.493589743589745
328,Michigan,2006,11.817512732110128,25.29724770642202,23.853211009174313,0.0266032770642202,0.03950458715596331,33.88073394495413,0.7731147926605519,2.7110091743119265,4.742827289937422,0.30658898532110057,0.534678899082568,5.349336509706484,16.956527188443086,26.5,3.0,5.711538461538462,89.57051282051282,2.4743589743589745,2.358974358974359,6.980769230769231,24.21153846153846,53.532051282051285
329,Michigan,2007,8.125,14.0,13.0,0.021,0.021,18.0,2.3229165,6.0,7.1216269841269835,0.229167,0.3,4.255801104972376,10.59435702227484,26.490322580645163,3.0,5.7290322580645165,87.64516129032258,2.8451612903225807,2.503225806451613,6.587096774193548,23.496774193548386,52.193548387096776
330,Michigan,2008,7.222222222222222,12.444444444444445,11.555555555555555,0.018666666666666668,0.018666666666666668,16.0,2.0648146666666665,5.333333333333333,6.330335097001763,0.203704,0.26666666666666666,3.7829343155310005,9.417206242022079,25.374149659863946,3.0,6.129251700680272,90.38775510204081,2.5918367346938775,2.4761904761904763,6.7482993197278915,24.60544217687075,53.965986394557824
331,Michigan,2009,6.319444444444445,10.88888888888889,10.11111111111111,0.016333333333333335,0.016333333333333335,14.0,1.806712833333333,4.666666666666667,5.539043209876542,0.178241,0.23333333333333334,3.3100675260896253,8.24005546176932,26.294117647058822,3.0,6.0588235294117645,99.84313725490196,2.9705882352941178,3.0686274509803924,7.627450980392157,27.794117647058822,58.38235294117647
332,Michigan,2010,5.416666666666666,9.333333333333332,8.666666666666668,0.014,0.014,12.0,1.548611,4.0,4.747751322751323,0.15277800000000002,0.19999999999999998,2.8372007366482506,7.06290468151656,28.153153153153152,3.0,4.603603603603603,93.06306306306307,2.5315315315315314,2.6486486486486487,6.5675675675675675,26.243243243243242,55.027027027027025
333,Michigan,2011,4.513888888888889,7.777777777777778,7.222222222222222,0.011666666666666667,0.011666666666666667,10.0,1.2905091666666666,3.3333333333333335,3.956459435626102,0.127315,0.16666666666666666,2.3643339472068754,5.8857539012638,26.0,3.0,5.326666666666667,83.34666666666666,1.9133333333333333,2.56,5.886666666666667,22.946666666666665,50.04
334,Michigan,2012,3.6111111111111107,6.222222222222222,5.777777777777778,0.009333333333333334,0.009333333333333334,8.0,1.0324073333333332,2.666666666666667,3.1651675485008814,0.101852,0.13333333333333333,1.8914671577655002,4.7086031210110395,26.7682119205298,3.0,5.033112582781457,84.50331125827815,1.9602649006622517,2.437086092715232,5.635761589403973,23.456953642384107,51.01324503311258
335,Michigan,2013,2.708333333333333,4.666666666666666,4.333333333333334,0.006999999999999999,0.006999999999999999,6.0,0.7743055000000001,2.0,2.3738756613756617,0.07638900000000001,0.09999999999999998,1.4186003683241255,3.53145234075828,26.5,3.0,5.948717948717949,88.0448717948718,1.7756410256410255,2.25,5.730769230769231,24.705128205128204,53.583333333333336
336,Michigan,2014,1.8055555555555554,3.1111111111111107,2.8888888888888893,0.004666666666666666,0.004666666666666666,4.0,0.5162036666666667,1.333333333333334,1.5825837742504412,0.05092600000000003,0.06666666666666665,0.9457335788827503,2.35430156050552,27.23076923076923,3.0,6.2756410256410255,87.76282051282051,1.858974358974359,2.1538461538461537,5.878205128205129,23.474358974358974,54.3525641025641
337,Michigan,2015,0.9027777777777777,1.5555555555555554,1.4444444444444446,0.002333333333333333,0.002333333333333333,2.0,0.25810183333333336,0.666666666666667,0.7912918871252206,0.025463000000000013,0.033333333333333326,0.47286678944137517,1.17715078025276,26.5,3.0,6.371794871794871,88.5448717948718,1.9807692307692308,2.1153846153846154,6.141025641025641,23.544871794871796,54.76282051282051
338,Michigan,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,6.256410256410256,89.82051282051282,1.7008547008547008,2.282051282051282,6.47008547008547,24.88888888888889,54.44444444444444
339,Minnesota,2000,25.9423,42.7453,40.4157,0.0408353,0.0501655,43.1472,4.30707,6.65621,7.93535,0.721985,1.094762,10.577235,25.51887125,26.54605263157895,4.0,8.421052631578947,98.11842105263158,1.625,1.881578947368421,4.796052631578948,15.013157894736842,74.77631578947368
340,Minnesota,2001,24.254672194222294,40.594144116206955,38.383621511343236,0.03961419830259506,0.04905138485392525,42.15813677166639,3.9920459880855232,6.200732772972091,7.348255750159731,0.6748320774440999,1.0242263489472825,9.911626761556054,24.450410198681354,26.415584415584416,4.0,7.012987012987013,93.3961038961039,1.8636363636363635,1.6103896103896105,4.62987012987013,14.857142857142858,70.40259740259741
341,Minnesota,2002,22.56704438844459,38.44298823241391,36.35154302268647,0.03839309660519012,0.047937269707850505,41.169073543332786,3.677021976171046,5.745255545944182,6.761161500319462,0.6276791548881997,0.953690697894565,9.24601852311211,23.381949147362707,26.5,4.0,4.673076923076923,56.40384615384615,1.3846153846153846,1.608974358974359,3.128205128205128,10.282051282051283,40.0
342,Minnesota,2003,20.879416582666884,36.29183234862086,34.319464534029706,0.03717199490778519,0.046823154561775764,40.18001031499918,3.3619979642565694,5.289778318916273,6.174067250479192,0.5805262323322996,0.8831550468418474,8.580410284668163,22.31348809604406,27.0,4.0,3.452830188679245,49.106918238993714,1.4088050314465408,1.4779874213836477,3.056603773584906,9.037735849056604,34.125786163522015
343,Minnesota,2004,19.191788776889176,34.14067646482781,32.28738604537294,0.03595089321038025,0.045709039415701015,39.190947086665574,3.046973952342092,4.8343010918883635,5.586973000638924,0.5333733097763995,0.8126193957891299,7.914802046224219,21.24502704472541,26.5,4.0,3.878205128205128,49.55769230769231,1.4102564102564104,1.2820512820512822,2.9615384615384617,9.967948717948717,33.93589743589744
344,Minnesota,2005,17.50416097111147,31.989520581034768,30.255307556716176,0.03472979151297532,0.04459492426962627,38.20188385833197,2.731949940427615,4.378823864860455,4.999878750798654,0.4862203872204993,0.7420837447364124,7.249193807780273,20.17656599340677,26.50980392156863,4.0,3.758169934640523,49.6078431372549,1.5163398692810457,1.1503267973856208,2.9607843137254903,10.516339869281046,33.4640522875817
345,Minnesota,2006,15.816533165333766,29.83836469724172,28.22322906805941,0.033508689815570376,0.04348080912355152,37.21282062999836,2.416925928513138,3.923346637832546,4.412784500958385,0.4390674646645992,0.671548093683695,6.583585569336328,19.108104942088122,26.5,4.0,3.378205128205128,49.08974358974359,1.564102564102564,1.3333333333333333,3.121794871794872,10.557692307692308,32.51282051282051
346,Minnesota,2007,14.12890535955606,27.68720881344867,26.191150579402645,0.03228758811816544,0.04236669397747677,36.22375740166476,2.1019019165986608,3.467869410804637,3.8256902511181163,0.3919145421086991,0.6010124426309774,5.917977330892382,18.039643890769476,26.5,4.0,3.3205128205128207,48.544871794871796,1.6538461538461537,1.2435897435897436,2.9551282051282053,10.737179487179487,31.955128205128204
347,Minnesota,2008,12.441277553778354,25.536052929655625,24.15907209074588,0.031066486420760507,0.04125257883140203,35.23469417333116,1.7868779046841836,3.012392183776728,3.2385960012778474,0.34476161955279894,0.5304767915782599,5.252369092448437,16.971182839450833,24.75,4.0,3.9027777777777777,50.375,1.9513888888888888,1.4375,2.763888888888889,10.965277777777779,33.25694444444444
348,Minnesota,2009,10.75364974800065,23.38489704586258,22.126993602089115,0.02984538472335557,0.04013846368532728,34.24563094499755,1.4718538927697065,2.5569149567488187,2.6515017514375785,0.2976086969968988,0.45994114052554236,4.586760854004492,15.902721788132183,25.970802919708028,4.0,3.656934306569343,50.051094890510946,1.3065693430656935,1.3284671532846715,2.9197080291970803,12.124087591240876,32.372262773722625
349,Minnesota,2010,9.066021942222942,21.23374116206953,20.09491511343235,0.02862428302595063,0.03902434853925253,33.256567716663945,1.1568298808552293,2.10143772972091,2.0644075015973096,0.25045577444099865,0.38940548947282483,3.9211526155605467,14.834260736813537,26.66013071895425,4.0,3.3790849673202614,48.13725490196079,1.2287581699346406,1.2941176470588236,2.3398692810457518,11.4640522875817,31.81045751633987
350,Minnesota,2011,7.3783941364452375,19.082585278276483,18.062836624775585,0.027403181328545696,0.037910233393177784,32.26750448833034,0.8418058689407527,1.6459605026930004,1.477313251757041,0.20330285188509856,0.3188698384201074,3.2555443771166006,13.76579968549489,26.5,4.0,4.2756410256410255,49.41025641025641,1.2435897435897436,1.0320512820512822,2.448717948717949,12.025641025641026,32.64102564102564
351,Minnesota,2012,6.564264628318586,18.31858407079646,17.265486725663717,0.0327308761061947,0.04567256637168136,39.017699115044245,0.3504907389380528,0.8977876106194691,0.8363184229866988,0.1593771858407079,0.25094690265486735,2.9883881978233986,15.026973115379516,26.5,4.0,4.0,50.52564102564103,1.2756410256410255,1.0769230769230769,2.6474358974358974,11.942307692307692,33.53846153846154
352,Minnesota,2013,6.395397756567664,16.563742297178337,15.630125561784737,0.028606104283463843,0.03995408423296105,35.456493536579714,0.38249696894546603,0.8283440670898397,0.8269620514649962,0.2059305896481028,0.29669661886670134,3.186752086427287,13.775083309064183,26.5,4.0,4.134615384615385,51.56410256410256,1.4230769230769231,0.9487179487179487,2.826923076923077,12.275641025641026,34.0
353,Minnesota,2014,6.226530884816741,14.80890052356021,13.99476439790576,0.02448133246073299,0.03423560209424074,31.895287958115183,0.4145031989528792,0.7589005235602102,0.8176056799432936,0.25248399345549766,0.34244633507853534,3.3851159750311757,12.523193502748853,27.0,4.0,3.7044025157232703,51.930817610062896,1.509433962264151,1.050314465408805,2.7735849056603774,12.38993710691824,34.144654088050316
354,Minnesota,2015,6.500277811111118,15.800518518518533,14.477037037037038,0.025933102962962896,0.03533703703703718,32.82074074074074,0.697955020740742,1.0077777777777783,0.8968406859646858,0.2812417711111111,0.38044296296296376,3.648422995093571,12.960760364709008,26.5,4.0,4.173076923076923,53.69871794871795,1.4166666666666667,1.2884615384615385,2.858974358974359,12.057692307692308,36.01923076923077
355,Minnesota,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,4.444444444444445,55.547008547008545,1.5128205128205128,1.1367521367521367,3.2222222222222223,13.341880341880342,36.26495726495727
356,Missouri,2000,13.75190972738387,28.878973105134474,27.26079869600652,0.025592622249388682,0.04110798696006568,35.17522412387938,2.067859941320292,5.294498777506123,7.572483700081455,0.45715621638141596,0.6843113284433595,6.737039264282162,19.18638644606238,26.5,4.0,3.9615384615384617,96.46153846153847,3.076923076923077,3.5,7.663461538461538,19.403846153846153,62.79807692307692
357,Missouri,2001,14.903099749667106,31.36750998668442,29.611185086551266,0.027259435419440706,0.042179760319573836,36.603195739014645,2.075804988015979,5.678162450066577,7.673941444907582,0.449780342210386,0.7158455392809592,6.946037190733583,20.208589865301768,26.475728155339805,4.0,4.184466019417476,96.68932038834951,3.0776699029126213,4.019417475728155,8.087378640776699,20.95145631067961,60.51456310679612
358,Missouri,2002,14.584029809333343,29.88533333333333,28.22,0.02464511866666666,0.0388426666666666,33.176,2.2776594680000013,5.878933333333347,7.93534505862641,0.5316469880000008,0.7836000000000014,7.258930360781502,19.14756885485198,26.359223300970875,4.0,5.932038834951456,101.59223300970874,3.6407766990291264,3.7281553398058254,8.058252427184467,22.37864077669903,63.50485436893204
359,Missouri,2003,14.660622826985877,29.657236126224156,28.007616974972798,0.026521335146898785,0.04132644178454838,35.56365614798694,2.400613083786723,5.673667029379783,7.842284053564807,0.5084956322089234,0.7564744287268774,7.233375160765665,19.661733084322552,26.76923076923077,4.0,20.89423076923077,316.97115384615387,12.048076923076923,12.153846153846153,25.634615384615383,78.88461538461539,186.3846153846154
360,Missouri,2004,12.251536215401785,26.270089285714285,24.792410714285715,0.024605583705357113,0.03878459821428564,33.254464285714285,2.06824937611607,5.657031250000022,7.73868014738865,0.4779833649553571,0.6962053571428569,6.917129388837546,18.17567113405655,26.5,4.0,5.375,92.23076923076923,2.980769230769231,3.519230769230769,7.144230769230769,22.240384615384617,56.00961538461539
361,Missouri,2005,10.839421427184472,24.58373786407767,23.194174757281555,0.02796813228155331,0.04313956310679608,37.192961165048544,1.7715789332524285,5.234830097087388,7.522052007610809,0.4310603968446608,0.5981796116504839,6.345568751898282,18.563689170459796,26.5,4.0,5.230769230769231,87.39423076923077,3.125,3.230769230769231,7.1923076923076925,22.057692307692307,51.54807692307692
362,Missouri,2006,11.37666677395577,25.756756756756758,24.331695331695332,0.025449186732186733,0.04022604422604414,34.62162162162162,1.5855881154791152,4.790171990171979,7.477065919276993,0.39052459705159726,0.5945945945945945,6.288558638073201,18.179735377666788,26.5,4.0,4.865384615384615,90.07692307692308,3.0576923076923075,3.173076923076923,7.1923076923076925,23.442307692307693,52.88461538461539
363,Missouri,2007,10.892460224489787,25.98639455782313,24.480725623582767,0.028607882086167845,0.042417233560090604,36.224489795918366,1.9097480816326542,5.277551020408158,7.591409428092865,0.3725551405895695,0.5689342403628121,6.203444004954248,18.625017213137063,26.5,4.0,4.6923076923076925,89.09615384615384,3.4615384615384617,3.5288461538461537,7.028846153846154,22.826923076923077,51.89423076923077
364,Missouri,2008,11.698315574040212,26.40036563071298,24.937842778793417,0.02732075319926875,0.04216270566727597,36.04387568555759,1.8688901480804376,5.2683729433272335,7.553765169540592,0.33734649360146235,0.5678244972577693,6.122789337677236,18.66456824289221,26.368932038834952,4.0,5.757281553398058,95.0,3.3300970873786406,3.6601941747572817,7.116504854368932,25.40776699029126,55.15533980582524
365,Missouri,2009,11.68780036035577,25.76448726112469,24.229674972098405,0.026654863233572308,0.0410148087285773,35.077797177659555,1.8538732510486193,5.107207717957665,7.373979707574585,0.32114476379502754,0.5377363768324327,5.911660476763769,18.148278083524076,27.38372093023256,4.0,5.616279069767442,90.69767441860465,3.0697674418604652,3.8372093023255816,7.244186046511628,24.3953488372093,51.848837209302324
366,Missouri,2010,11.677285146671327,25.1286088915364,23.521507165403392,0.025988973267875866,0.03986691178987864,34.111718669761515,1.8388563540168013,4.946042492588095,7.194194245608579,0.30494303398859274,0.5076482564070961,5.700531615850302,17.631987924155947,27.33783783783784,4.0,7.094594594594595,101.13513513513513,3.4864864864864864,3.4324324324324325,7.121621621621622,27.22972972972973,59.648648648648646
367,Missouri,2011,11.666769932986883,24.49273052194811,22.813339358708376,0.025323083302179424,0.03871901485117997,33.14564016186348,1.823839456984983,4.784877267218526,7.014408783642573,0.28874130418215793,0.4775601359817595,5.489402754936835,17.115697764787818,27.298850574712645,4.0,5.689655172413793,101.91954022988506,3.0114942528735633,3.7011494252873565,8.011494252873563,30.17241379310345,56.770114942528735
368,Missouri,2012,11.65625471930244,23.85685215235982,22.105171552013363,0.024657193336482978,0.03757111791248131,32.17956165396545,1.8088225599531649,4.623712041848957,6.834623321676567,0.27253957437572307,0.44747201555642296,5.278273894023367,16.599407605419685,27.07920792079208,4.0,4.445544554455446,88.68316831683168,2.722772277227723,3.3267326732673266,6.891089108910891,24.762376237623762,50.46534653465346
369,Missouri,2013,11.645739505617998,23.22097378277153,21.39700374531835,0.023991303370786535,0.03642322097378264,31.213483146067414,1.7938056629213466,4.462546816479388,6.65483785971056,0.25633784456928826,0.41738389513108637,5.0671450331099,16.083117446051556,26.5,4.0,5.1826923076923075,92.0,2.6346153846153846,2.7596153846153846,6.6923076923076925,26.153846153846153,53.23076923076923
370,Missouri,2014,11.34321195087721,24.487368421052693,22.66842105263158,0.0243247771929825,0.035000000000000114,32.780701754385966,1.5258539192982472,3.789122807017545,6.319280613594208,0.24770864999999964,0.3908175438596489,4.9835629617012795,16.68799159557826,27.0,4.0,5.283018867924528,101.19811320754717,2.8867924528301887,3.160377358490566,7.59433962264151,29.21698113207547,57.698113207547166
371,Missouri,2015,12.937157255813986,24.040891472868214,22.261627906976745,0.020638651162790657,0.02944573643410858,27.319767441860463,1.1490679370155072,2.7068798449612386,5.374104047368581,0.2669681482558137,0.41574418604651214,5.1768454406841595,15.033086209222487,26.5,4.0,5.0576923076923075,100.45192307692308,2.7403846153846154,4.211538461538462,7.961538461538462,28.057692307692307,56.98076923076923
372,Missouri,2016,12.485846530612262,27.006122448979557,25.040816326530614,0.02304571428571428,0.030040816326530575,27.816326530612244,1.1153763775510206,2.080612244897958,4.947755358424764,0.3231519081632652,0.46571428571428564,5.5327110347914905,15.834402312589779,20.0,4.0,4.1923076923076925,88.98717948717949,2.6538461538461537,2.858974358974359,7.461538461538462,24.474358974358974,51.05128205128205
373,Nevada,2000,25.9423,42.7453,40.4157,0.0408353,0.0501655,43.1472,4.30707,6.65621,7.93535,0.721985,1.094762,10.577235,25.51887125,26.5,8.0,14.826923076923077,209.05769230769232,2.8076923076923075,4.326923076923077,15.73076923076923,49.21153846153846,136.8653846153846
374,Nevada,2001,5.622311203389837,17.129943502824858,16.135593220338983,0.031167028248587646,0.03748587570621475,31.796610169491526,0.19123050282485893,1.4790960451977404,1.6845920861851662,0.06379540112994349,0.1963276836158193,2.5161633140156203,13.033239697507824,26.5,8.0,13.865384615384615,222.01923076923077,2.673076923076923,4.230769230769231,15.615384615384615,49.59615384615385,149.80769230769232
375,Nevada,2002,3.014595648604271,13.41543513957307,12.660098522167488,0.03861997536945809,0.04545155993431835,38.9688013136289,0.05151369458128082,0.4461412151067326,0.8197783136510809,0.049408280788177356,0.148029556650246,2.3577207435332923,13.701599723245192,26.5,8.0,15.365384615384615,231.01923076923077,3.0,5.403846153846154,17.326923076923077,52.30769230769231,152.92307692307693
376,Nevada,2003,2.443496483333329,9.75,9.226666666666667,0.03957413666666656,0.0458233333333333,39.45333333333333,0.00773611,0.06633333333333334,0.4549293587952196,0.0025968366666666684,0.02133333333333333,1.801784782942181,12.73417853543435,27.0,8.0,14.584905660377359,241.26415094339623,2.943396226415094,5.60377358490566,18.49056603773585,56.132075471698116,157.66037735849056
377,Nevada,2004,5.165833120168061,13.450420168067225,12.723697478991596,0.03657466336134444,0.04328554621848737,37.22050420168067,0.060853308571428545,0.19635294117647056,0.5184145945290098,0.03845212890756305,0.1,2.2800871273497996,13.185675850637768,26.387755102040817,8.0,15.510204081632653,247.0612244897959,3.3877551020408165,5.73469387755102,18.163265306122447,57.183673469387756,162.42857142857142
378,Nevada,2005,7.888169757002794,17.15084033613445,16.220728291316526,0.03357519005602233,0.04074775910364144,34.98767507002801,0.1139705071428571,0.3263725490196078,0.5818998302628001,0.07430742114845942,0.1786666666666667,2.758389471757418,13.637173165841189,26.5,8.0,18.28846153846154,260.0192307692308,3.2115384615384617,6.923076923076923,18.326923076923077,62.69230769230769,168.23076923076923
379,Nevada,2006,10.610506393837525,20.85126050420168,19.717759103641455,0.030575716750700213,0.038209971988795506,32.754845938375354,0.16708770571428563,0.45639215686274504,0.6453850659965904,0.1101627133893558,0.25733333333333336,3.2366918161650373,14.088670481044609,26.5,8.0,17.51923076923077,267.71153846153845,3.8653846153846154,6.826923076923077,19.826923076923077,64.90384615384616,172.25
380,Nevada,2007,13.332843030672258,24.551680672268905,23.214789915966385,0.027576243445378103,0.035672184873949575,30.52201680672269,0.22020490428571418,0.5864117647058823,0.7088703017303807,0.14601800563025216,0.336,3.7149941605726555,14.540167796248028,26.5,8.0,15.884615384615385,256.7307692307692,3.9038461538461537,6.769230769230769,19.51923076923077,63.88461538461539,162.57692307692307
381,Nevada,2008,16.05517966750699,28.25210084033613,26.711820728291315,0.024576770140055985,0.03313439775910364,28.28918767507003,0.27332210285714276,0.7164313725490196,0.772355537464171,0.18187329787114853,0.4146666666666667,4.193296504980275,14.991665111451447,27.0,8.0,19.245283018867923,266.9622641509434,3.358490566037736,5.547169811320755,18.566037735849058,65.45283018867924,174.0188679245283
382,Nevada,2009,18.777516304341724,31.95252100840336,30.208851540616244,0.02157729683473387,0.030596610644257706,26.056358543417367,0.3264393014285713,0.8464509803921567,0.8358407731979611,0.21772859011204493,0.4933333333333334,4.671598849387893,15.443162426654867,25.595744680851062,8.0,19.382978723404257,263.78723404255317,3.297872340425532,5.127659574468085,17.127659574468087,66.74468085106383,171.46808510638297
383,Nevada,2010,21.499852941176457,35.652941176470584,33.705882352941174,0.018577823529411758,0.028058823529411775,23.823529411764707,0.37955649999999985,0.976470588235294,0.8993260089317515,0.25358388235294127,0.5720000000000001,5.149901193795512,15.894659741858288,26.50980392156863,8.0,17.392156862745097,269.01960784313724,3.235294117647059,5.392156862745098,16.50980392156863,66.29411764705883,177.35294117647058
384,Nevada,2011,14.729642657056159,30.27875569044007,28.15022761760243,0.028681608497723766,0.040814871016691845,34.65705614567526,0.4138047314112284,0.9457511380880111,0.8407256340321728,0.2565317799696506,0.4529180576631259,3.898668791423458,16.88666954718333,26.5,8.0,19.403846153846153,277.1730769230769,2.8076923076923075,5.25,17.75,67.48076923076923,183.67307692307693
385,Nevada,2012,14.035693562032929,30.04544095665182,27.935724962630793,0.030907417040358796,0.043418535127055166,37.369207772795214,0.35130820403587454,0.8959641255605376,0.8360621383611035,0.25320762630792165,0.45897757847533593,3.8718654061910294,17.503215069994535,26.5,8.0,19.134615384615383,287.25,2.5384615384615383,4.5,16.596153846153847,68.46153846153847,195.01923076923077
386,Nevada,2013,14.665067299159656,29.22974789915974,27.149579831932773,0.028634159663865538,0.04121344537815113,38.95294117647059,0.3843056806722679,0.9662184873949567,0.8673932358225094,0.26460999999999985,0.4704302521008398,3.892509677593962,17.71560598045496,26.5,8.0,19.75,289.8269230769231,2.423076923076923,4.4423076923076925,17.673076923076923,68.82692307692308,196.42307692307693
387,Nevada,2014,13.503357581787505,28.433726812816136,26.404721753794266,0.03001275716694771,0.04285328836424929,40.84654300168634,0.328978564924115,0.8996627318718399,0.842734400956354,0.2616470320404723,0.4841686340640808,3.9789587680788414,18.01823948112895,27.0,8.0,22.943396226415093,299.62264150943395,2.849056603773585,4.9245283018867925,18.30188679245283,71.24528301886792,201.96226415094338
388,Nevada,2015,13.263433395480266,27.30188323917144,25.33521657250471,0.02946944821092276,0.042290018832391536,40.10922787193974,0.36708391713747673,0.8981167608286268,0.8195099016978993,0.25980409227871976,0.4576214689265527,3.9214980461284865,17.546363098067708,26.5,8.0,23.846153846153847,312.0,2.75,5.673076923076923,19.01923076923077,71.98076923076923,212.5
389,Nevada,2016,17.14668071428572,32.175324675324696,29.961038961038962,0.022930155844155843,0.035844155844155796,33.18181818181818,0.3557624155844156,1.2461038961038977,1.1495169944168562,0.31691788961038964,0.5436818181818177,4.331373527530928,17.155936916201235,20.0,8.0,26.871794871794872,334.6666666666667,2.8205128205128207,6.153846153846154,20.025641025641026,77.02564102564102,228.56410256410257
390,New Jersey,2000,14.832772099378875,29.649068322981368,27.950310559006212,0.02174179813664595,0.03362422360248447,28.65527950310559,2.736669167701862,5.397515527950307,6.232453833567056,0.4716061599378887,0.6881987577639759,6.329188863801354,17.291808189870054,26.551612903225806,2.0,1.3774193548387097,32.84516129032258,1.0193548387096774,0.8387096774193549,3.6032258064516127,7.17741935483871,20.2
